OBJECT_ID,WINDCODES,INDUSTRYCODES
392986825,,6225502020:互联网零售|6225502000:互联网与售货目录零售|6225500000:零售业|6225000000:可选消费|882466.WI:互联网零售|882228.WI:互联网与售货目录零售|882109.WI:零售业|882004.WI:可选消费|ON0308:Wind行业分类|886042.WI:零售|3727:Wind主题行业|CI005014.WI:商贸零售(中信)|ON0301:中信行业|883008.WI:商业贸易(证监会)|ON0303:Wind证监会行业|ON03:行业
392986831,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|6220102010:建筑产品|6220102000:建筑产品Ⅲ|6220100000:资本货物|6220000000:工业|882421.WI:建筑产品|882208.WI:建筑产品Ⅲ|882102.WI:资本货物|882003.WI:工业|6210101010:石油天然气钻井|6210101000:能源设备与服务|850241.SI:油气钻采服务|801024.SI:采掘服务Ⅱ|801020.SI:采掘(申万)|ON0302:申万行业|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|886016.WI:建筑|CI005007.WI:建筑(中信)|883005.WI:建筑行业(证监会)|ON03:行业
392986882,SPX.GI:标普500|ON0210:海外|DJI.GI:道琼斯工业|IXIC.GI:纳斯达克|ON02:公司,
392990978,NH0500:南华能源化工收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|RUFI.WI:沪胶|CIFI.WI:Wind化工|YFI.WI:豆油|OOFI.WI:Wind油脂油料|NH0300:南华农产品收益率|APFI.WI:Wind农副产品|MAFI.WI:甲醇|CCFI.WI:Wind商品|ON02:公司,
392990980,,6245101010:互联网软件与服务|6245101000:互联网软件与服务Ⅲ|6245100000:软件与服务|6245000000:信息技术|882510.WI:互联网软件与服务|882248.WI:互联网软件与服务Ⅲ|882119.WI:软件与服务|882008.WI:信息技术|ON0308:Wind行业分类|886058.WI:互联网|3727:Wind主题行业|883007.WI:信息技术(证监会)|ON0303:Wind证监会行业|ON03:行业
392991035,FChVlhgnb5:珠海市魅族通讯设备有限公司|3783:非上市公司|ON02:公司,
392991077,NH0500:南华能源化工收益率|1485:商品类|NH0100:南华商品收益率|ON02:公司,6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|6220201050:环境与设施服务|6220201000:商业服务与用品|6220200000:商业和专业服务|6220000000:工业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|882432.WI:环境与设施服务|882214.WI:商业服务与用品|882103.WI:商业和专业服务|882003.WI:工业|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|886024.WI:环保|883004.WI:公用事业(证监会)|883011.WI:社会服务(证监会)|CI005004.WI:电力及公用事业(中信)|ON03:行业
392991194,,
392991228,,
392991239,,
392991274,,
392991322,,
392991330,,6220103010:建筑与工程|6220103000:建筑与工程Ⅲ|6220100000:资本货物|6220000000:工业|882422.WI:建筑与工程|882209.WI:建筑与工程Ⅲ|882102.WI:资本货物|882003.WI:工业|ON0308:Wind行业分类|886016.WI:建筑|3727:Wind主题行业|883003.WI:制造行业(证监会)|ON0303:Wind证监会行业|CI005007.WI:建筑(中信)|ON0301:中信行业|883005.WI:建筑行业(证监会)|ON03:行业
392991332,502031885:全国社会保障基金理事会|3783:非上市公司|ON02:公司,
392991336,KS11.GI:韩国综合|ON0210:海外|ON02:公司,
392991344,,6220302010:航空|6220302000:航空Ⅲ|6220300000:运输|6220000000:工业|882435.WI:航空|882216.WI:航空Ⅲ|882104.WI:运输|882003.WI:工业|ON0308:Wind行业分类|886026.WI:航空|3727:Wind主题行业|883006.WI:交运仓储(证监会)|ON0303:Wind证监会行业|CI005024.WI:交通运输(中信)|ON0301:中信行业|ON03:行业
392991369,,
392991373,0SK3CF860A:北京顺鑫控股集团有限公司|378301:发债主体|3783:非上市公司|1000860:北京顺鑫农业股份有限公司|101551111.IB:15顺鑫MTN001|1474:企债|1467:所有债券|122606.SH:12顺鑫债|1280192.IB:12顺鑫债|031490848.IB:14顺鑫集PPN001|ON02:公司,
392991381,,6240401020:房地产开发|6240401000:房地产管理与开发|6240400000:房地产|6240000000:金融|882509.WI:房地产开发|882247.WI:房地产管理与开发|882118.WI:房地产|882007.WI:金融|ON0308:Wind行业分类|882449.WI:家用电器|882222.WI:家庭耐用消费品|882106.WI:耐用消费品与服装|882004.WI:可选消费|6225201040:家用电器|6225201000:家庭耐用消费品|6225200000:耐用消费品与服装|6225000000:可选消费|851111.SI:冰箱|801111.SI:白色家电|801110.SI:家用电器(申万)|ON0302:申万行业|886057.WI:房地产|3727:Wind主题行业|CI005023.WI:房地产(中信)|ON0301:中信行业|883010.WI:房地产(证监会)|ON0303:Wind证监会行业|CI005016.WI:家电(中信)|883110.WI:其它制造业(证监会)|CI005009.WI:轻工制造(中信)|ON03:行业
392991384,,
392991387,,
392991390,,857342.SI:中压设备|801734.SI:高低压设备|801730.SI:电气设备(申万)|ON0302:申万行业|857344.SI:线缆部件及其他|882423.WI:电气部件与设备|882210.WI:电气设备|882102.WI:资本货物|882003.WI:工业|ON0308:Wind行业分类|6220104010:电气部件与设备|6220104000:电气设备|6220100000:资本货物|6220000000:工业|850551.SI:铝|801055.SI:工业金属|801050.SI:有色金属(申万)|850712.SI:机械基础件|801072.SI:通用机械|801890.SI:机械设备(申万)|6225101010:汽车零配件与设备|6225101000:汽车零部件|6225100000:汽车与汽车零部件|6225000000:可选消费|882442.WI:汽车零配件与设备|882220.WI:汽车零部件|882105.WI:汽车与汽车零部件|882004.WI:可选消费|6245301020:半导体产品|6245301000:半导体产品与半导体设备|6245300000:半导体与半导体生产设备|6245000000:信息技术|882524.WI:半导体产品|882255.WI:半导体产品与半导体设备|882121.WI:半导体与半导体生产设备|882008.WI:信息技术|882446.WI:消费电子产品|882222.WI:家庭耐用消费品|882106.WI:耐用消费品与服装|6225201010:消费电子产品|6225201000:家庭耐用消费品|6225200000:耐用消费品与服装|850841.SI:其他电子Ⅲ|801082.SI:其他电子Ⅱ|801080.SI:电子(申万)|882519.WI:电子元件|882253.WI:电子设备、仪器和元件|882120.WI:技术硬件与设备|6245203010:电子元件|6245203000:电子设备、仪器和元件|6245200000:技术硬件与设备|850324.SI:其他化学原料|801033.SI:化学原料|801030.SI:化工(申万)|886017.WI:电工电网|3727:Wind主题行业|CI005010.WI:机械(中信)|ON0301:中信行业|CI005011.WI:电力设备(中信)|883108.WI:机械设备(证监会)|ON0303:Wind证监会行业|886032.WI:汽车零部件|CI005013.WI:汽车(中信)|886063.WI:半导体|886035.WI:家用电器|883106.WI:电子行业(证监会)|CI005009.WI:轻工制造(中信)|886062.WI:电子元器件|CI005025.WI:电子元器件(中信)|ON03:行业
392991412,,
392991441,,
392991450,832713.OC:华莱士|ON0207:三板股|ON02:公司,882420.WI:航天航空与国防|882207.WI:航天航空与国防Ⅲ|882102.WI:资本货物|882003.WI:工业|ON0308:Wind行业分类|6220101010:航天航空与国防|6220101000:航天航空与国防Ⅲ|6220100000:资本货物|6220000000:工业|886015.WI:航天军工|3727:Wind主题行业|886026.WI:航空|CI005012.WI:国防军工(中信)|ON0301:中信行业|ON03:行业
392991535,838835.OC:新媒体|ON0207:三板股|ON02:公司,6225401040:出版|6225401000:媒体Ⅲ|6225400000:媒体Ⅱ|6225000000:可选消费|6225401030:电影与娱乐|882463.WI:出版|882226.WI:媒体Ⅲ|882108.WI:媒体Ⅱ|882004.WI:可选消费|ON0308:Wind行业分类|882462.WI:电影与娱乐|886041.WI:文化传媒|3727:Wind主题行业|CI005028.WI:传媒(中信)|ON0301:中信行业|883012.WI:文化传播(证监会)|ON0303:Wind证监会行业|ON03:行业
392994292,,
392986908,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,6255102010:燃气|6255102000:燃气Ⅲ|6255100000:公用事业Ⅱ|6255000000:公用事业|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|851631.SI:燃气Ⅲ|801163.SI:燃气Ⅱ|801160.SI:公用事业(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|882529.WI:燃气|882259.WI:燃气Ⅲ|882123.WI:公用事业Ⅱ|882010.WI:公用事业|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|886066.WI:燃气|883004.WI:公用事业(证监会)|CI005004.WI:电力及公用事业(中信)|882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|886011.WI:贵金属|886010.WI:基本金属|CI005003.WI:有色金属(中信)|883107.WI:金属非金属(证监会)|ON03:行业
392986909,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,6220102010:建筑产品|6220102000:建筑产品Ⅲ|6220100000:资本货物|6220000000:工业|882421.WI:建筑产品|882208.WI:建筑产品Ⅲ|882102.WI:资本货物|882003.WI:工业|ON0308:Wind行业分类|882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|886016.WI:建筑|3727:Wind主题行业|CI005007.WI:建筑(中信)|ON0301:中信行业|883005.WI:建筑行业(证监会)|ON0303:Wind证监会行业|886011.WI:贵金属|886010.WI:基本金属|CI005003.WI:有色金属(中信)|883002.WI:采掘行业(证监会)|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392986910,,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392986911,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392986912,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,6255102010:燃气|6255102000:燃气Ⅲ|6255100000:公用事业Ⅱ|6255000000:公用事业|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|851631.SI:燃气Ⅲ|801163.SI:燃气Ⅱ|801160.SI:公用事业(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|882529.WI:燃气|882259.WI:燃气Ⅲ|882123.WI:公用事业Ⅱ|882010.WI:公用事业|6210101010:石油天然气钻井|6210101000:能源设备与服务|850241.SI:油气钻采服务|801024.SI:采掘服务Ⅱ|801020.SI:采掘(申万)|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|886066.WI:燃气|883004.WI:公用事业(证监会)|CI005004.WI:电力及公用事业(中信)|886011.WI:贵金属|886010.WI:基本金属|CI005003.WI:有色金属(中信)|883107.WI:金属非金属(证监会)|ON03:行业
392986913,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392986935,837360.OC:洞察力|ON0207:三板股|ON02:公司,
392986938,,6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|ON03:行业
392986940,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6255102010:燃气|6255102000:燃气Ⅲ|6255100000:公用事业Ⅱ|6255000000:公用事业|851631.SI:燃气Ⅲ|801163.SI:燃气Ⅱ|801160.SI:公用事业(申万)|882529.WI:燃气|882259.WI:燃气Ⅲ|882123.WI:公用事业Ⅱ|882010.WI:公用事业|6210101010:石油天然气钻井|6210101000:能源设备与服务|850241.SI:油气钻采服务|801024.SI:采掘服务Ⅱ|801020.SI:采掘(申万)|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|886011.WI:贵金属|886010.WI:基本金属|CI005003.WI:有色金属(中信)|883107.WI:金属非金属(证监会)|886066.WI:燃气|883004.WI:公用事业(证监会)|CI005004.WI:电力及公用事业(中信)|ON03:行业
392986944,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6215104030:黄金|850531.SI:黄金Ⅲ|801053.SI:黄金Ⅱ|801050.SI:有色金属(申万)|ON0302:申万行业|882415.WI:黄金|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|6210101010:石油天然气钻井|6210101000:能源设备与服务|850241.SI:油气钻采服务|801024.SI:采掘服务Ⅱ|801020.SI:采掘(申万)|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392986956,,
392991552,AUFI.WI:沪金|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|RBFI.WI:螺纹|JJRI.WI:Wind煤焦钢矿|CCFI.WI:Wind商品|ON02:公司,
392991584,,
392991609,,6245101010:互联网软件与服务|6245101000:互联网软件与服务Ⅲ|6245100000:软件与服务|6245000000:信息技术|882510.WI:互联网软件与服务|882248.WI:互联网软件与服务Ⅲ|882119.WI:软件与服务|882008.WI:信息技术|ON0308:Wind行业分类|886058.WI:互联网|3727:Wind主题行业|883007.WI:信息技术(证监会)|ON0303:Wind证监会行业|ON03:行业
392991610,,6225502020:互联网零售|6225502000:互联网与售货目录零售|6225500000:零售业|6225000000:可选消费|882466.WI:互联网零售|882228.WI:互联网与售货目录零售|882109.WI:零售业|882004.WI:可选消费|ON0308:Wind行业分类|886042.WI:零售|3727:Wind主题行业|CI005014.WI:商贸零售(中信)|ON0301:中信行业|883008.WI:商业贸易(证监会)|ON0303:Wind证监会行业|ON03:行业
392991654,,882516.WI:通信设备|882251.WI:通信设备Ⅲ|882120.WI:技术硬件与设备|882008.WI:信息技术|ON0308:Wind行业分类|6245201020:通信设备|6245201000:通信设备Ⅲ|6245200000:技术硬件与设备|6245000000:信息技术|851012.SI:终端设备|801102.SI:通信设备|801770.SI:通信(申万)|ON0302:申万行业|886060.WI:通信设备|3727:Wind主题行业|CI005026.WI:通信(中信)|ON0301:中信行业|883007.WI:信息技术(证监会)|ON0303:Wind证监会行业|ON03:行业
392991714,,6220201050:环境与设施服务|6220201000:商业服务与用品|6220200000:商业和专业服务|6220000000:工业|882432.WI:环境与设施服务|882214.WI:商业服务与用品|882103.WI:商业和专业服务|882003.WI:工业|ON0308:Wind行业分类|886024.WI:环保|3727:Wind主题行业|883004.WI:公用事业(证监会)|ON0303:Wind证监会行业|883011.WI:社会服务(证监会)|CI005004.WI:电力及公用事业(中信)|ON0301:中信行业|ON03:行业
392991718,0S7E0D51E0:山西杏花村汾酒集团有限责任公司|378301:发债主体|3783:非上市公司|101558005.IB:15杏花村MTN001|1474:企债|1467:所有债券|ON02:公司,6230201020:白酒与葡萄酒|6230201000:饮料|6230200000:食品、饮料与烟草|6230000000:日常消费|851231.SI:白酒|801123.SI:饮料制造|801120.SI:食品饮料(申万)|ON0302:申万行业|882478.WI:白酒与葡萄酒|882232.WI:饮料|882111.WI:食品、饮料与烟草|882005.WI:日常消费|ON0308:Wind行业分类|886039.WI:餐饮旅游|3727:Wind主题行业|886043.WI:酒类|CI005019.WI:食品饮料(中信)|ON0301:中信行业|CI005015.WI:餐饮旅游(中信)|ON03:行业
392991738,,6240401020:房地产开发|6240401000:房地产管理与开发|6240400000:房地产|6240000000:金融|882509.WI:房地产开发|882247.WI:房地产管理与开发|882118.WI:房地产|882007.WI:金融|ON0308:Wind行业分类|886057.WI:房地产|3727:Wind主题行业|CI005023.WI:房地产(中信)|ON0301:中信行业|883010.WI:房地产(证监会)|ON0303:Wind证监会行业|ON03:行业
392991730,,
392991824,uEl7epm1go:诺基亚(中国)投资有限公司|3783:非上市公司|ON02:公司,
392991832,,
392991876,,
392991892,,882438.WI:公路运输|882218.WI:公路与铁路运输|882104.WI:运输|882003.WI:工业|ON0308:Wind行业分类|851731.SI:高速公路Ⅲ|801175.SI:高速公路Ⅱ|801170.SI:交通运输(申万)|ON0302:申万行业|851721.SI:公交Ⅲ|801172.SI:公交Ⅱ|6220304020:公路运输|6220304000:公路与铁路运输|6220300000:运输|6220000000:工业|886028.WI:陆路运输|3727:Wind主题行业|886030.WI:公路|883004.WI:公用事业(证监会)|ON0303:Wind证监会行业|883006.WI:交运仓储(证监会)|CI005004.WI:电力及公用事业(中信)|ON0301:中信行业|CI005024.WI:交通运输(中信)|ON03:行业
392991904,,
392991937,TSLA.O:特斯拉汽车|ON0205:美股|MBLY.N:MOBILEYE|ON02:公司|3vA5B32FE8:宝马(中国)汽车贸易有限公司|3783:非上市公司,6225102010:汽车制造|6225102000:汽车|6225100000:汽车与汽车零部件|6225000000:可选消费|882444.WI:汽车制造|882221.WI:汽车|882105.WI:汽车与汽车零部件|882004.WI:可选消费|ON0308:Wind行业分类|886033.WI:汽车|3727:Wind主题行业|883003.WI:制造行业(证监会)|ON0303:Wind证监会行业|CI005009.WI:轻工制造(中信)|ON0301:中信行业|CI005013.WI:汽车(中信)|ON03:行业
392992009,,6220305030:海港与服务|6220305000:交通基础设施|6220300000:运输|6220000000:工业|882441.WI:海港与服务|882219.WI:交通基础设施|882104.WI:运输|882003.WI:工业|ON0308:Wind行业分类|886031.WI:港口|3727:Wind主题行业|886027.WI:海运|883006.WI:交运仓储(证监会)|ON0303:Wind证监会行业|883011.WI:社会服务(证监会)|CI005024.WI:交通运输(中信)|ON0301:中信行业|ON03:行业
392992113,,6230202030:食品加工与肉类|6230202000:食品|6230200000:食品、饮料与烟草|6230000000:日常消费|851244.SI:食品综合|801124.SI:食品加工|801120.SI:食品饮料(申万)|ON0302:申万行业|851243.SI:乳品|882481.WI:食品加工与肉类|882233.WI:食品|882111.WI:食品、饮料与烟草|882005.WI:日常消费|ON0308:Wind行业分类|886046.WI:食品|3727:Wind主题行业|CI005019.WI:食品饮料(中信)|ON0301:中信行业|883003.WI:制造行业(证监会)|ON0303:Wind证监会行业|CI005009.WI:轻工制造(中信)|ON03:行业
392987000,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|6210101010:石油天然气钻井|6210101000:能源设备与服务|850241.SI:油气钻采服务|801024.SI:采掘服务Ⅱ|801020.SI:采掘(申万)|ON0302:申万行业|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392987049,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392986836,,
392987076,,
392987079,,
392987086,,
392987094,,
392987142,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6215104030:黄金|850531.SI:黄金Ⅲ|801053.SI:黄金Ⅱ|801050.SI:有色金属(申万)|ON0302:申万行业|882415.WI:黄金|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
