OBJECT_ID,WINDCODES,INDUSTRYCODES
392987560,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|ON03:行业
392987561,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392987562,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392987565,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392987566,AUFI.WI:沪金|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AGFI.WI:沪银|CCFI.WI:Wind商品|ON02:公司,6215104030:黄金|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|850531.SI:黄金Ⅲ|801053.SI:黄金Ⅱ|801050.SI:有色金属(申万)|ON0302:申万行业|882415.WI:黄金|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|882416.WI:贵金属与矿石|6215104040:贵金属与矿石|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883107.WI:金属非金属(证监会)|ON0303:Wind证监会行业|886002.WI:石油天然气|883002.WI:采掘行业(证监会)|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392987592,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392987599,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|6210101010:石油天然气钻井|6210101000:能源设备与服务|850241.SI:油气钻采服务|801024.SI:采掘服务Ⅱ|801020.SI:采掘(申万)|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392987600,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,6225203030:纺织品|6225203000:纺织品、服装与奢侈品|6225200000:耐用消费品与服装|6225000000:可选消费|882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6215104030:黄金|850531.SI:黄金Ⅲ|801053.SI:黄金Ⅱ|801050.SI:有色金属(申万)|ON0302:申万行业|882415.WI:黄金|6210101010:石油天然气钻井|6210101000:能源设备与服务|6210100000:能源Ⅱ|6210000000:能源|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|882100.WI:能源Ⅱ|882001.WI:能源|882455.WI:纺织品|882224.WI:纺织品、服装与奢侈品|882106.WI:耐用消费品与服装|882004.WI:可选消费|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|886038.WI:纺织服装|883003.WI:制造行业(证监会)|883102.WI:纺织服装(证监会)|CI005009.WI:轻工制造(中信)|CI005017.WI:纺织服装(中信)|ON03:行业
392987601,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6215104030:黄金|850531.SI:黄金Ⅲ|801053.SI:黄金Ⅱ|801050.SI:有色金属(申万)|ON0302:申万行业|882415.WI:黄金|6210101010:石油天然气钻井|6210101000:能源设备与服务|6210100000:能源Ⅱ|6210000000:能源|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|882100.WI:能源Ⅱ|882001.WI:能源|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392980164,2018564:海信集团有限公司|3783:非上市公司|839192.OC:智能交通|ON0207:三板股|yuKY9OnTAx:索尼(中国)有限公司|0xS9D00534:西门子(中国)有限公司|ON02:公司,
392980167,001979.SZ:招商蛇口|ON0201:A股|2010164:招商局集团有限公司|378301:发债主体|3783:非上市公司|1282015.IB:12招商局MTN1|1474:企债|1467:所有债券|1382304.IB:13招商局MTN1|078045.IB:07招商债|1082214.IB:10招商局MTN1|1382305.IB:13招商局MTN2|101451053.IB:14招商局MTN002|101473009.IB:14招商局MTN001|ON02:公司,
392980168,,
392980172,002230.SZ:科大讯飞|ON0201:A股|T26109.OC:关键词|ON0207:三板股|ON02:公司,6225301020:酒店、度假村与豪华游轮|6225301000:酒店、餐馆与休闲Ⅲ|6225300000:消费者服务Ⅱ|6225000000:可选消费|852131.SI:旅游综合Ⅲ|801214.SI:旅游综合Ⅱ|801210.SI:休闲服务(申万)|ON0302:申万行业|882457.WI:酒店、度假村与豪华游轮|882225.WI:酒店、餐馆与休闲Ⅲ|882107.WI:消费者服务Ⅱ|882004.WI:可选消费|ON0308:Wind行业分类|6225504020:电脑与电子产品零售|6225504000:专营零售|6225500000:零售业|886039.WI:餐饮旅游|3727:Wind主题行业|CI005015.WI:餐饮旅游(中信)|ON0301:中信行业|882470.WI:电脑与电子产品零售|882230.WI:专营零售|882109.WI:零售业|886035.WI:家用电器|886042.WI:零售|CI005027.WI:计算机(中信)|883007.WI:信息技术(证监会)|ON0303:Wind证监会行业|883106.WI:电子行业(证监会)|CI005014.WI:商贸零售(中信)|883008.WI:商业贸易(证监会)|ON03:行业
392980174,430696.OC:稚真科技|ON0207:三板股|831472.OC:复娱文化|600861:北京大学|3783:非上市公司|ON02:公司,
392980180,600743:中国人民银行|378301:发债主体|3783:非上市公司|ON02:公司,
392980226,,
392980242,,
392980276,,
392980290,,
392980305,,
392980314,,
392980316,,
392980317,,
392980333,,850832.SI:LED|801084.SI:光学光电子|801080.SI:电子(申万)|ON0302:申万行业|ON03:行业|6245301020:半导体产品|6245301000:半导体产品与半导体设备|6245300000:半导体与半导体生产设备|6245000000:信息技术|6245301010:半导体设备|882524.WI:半导体产品|882255.WI:半导体产品与半导体设备|882121.WI:半导体与半导体生产设备|882008.WI:信息技术|ON0308:Wind行业分类|882523.WI:半导体设备|886063.WI:半导体|3727:Wind主题行业
392980336,430066.OC:南北天地|ON0207:三板股|ON02:公司,
392980338,,6220102010:建筑产品|6220102000:建筑产品Ⅲ|6220100000:资本货物|6220000000:工业|882421.WI:建筑产品|882208.WI:建筑产品Ⅲ|882102.WI:资本货物|882003.WI:工业|ON0308:Wind行业分类|886016.WI:建筑|3727:Wind主题行业|CI005007.WI:建筑(中信)|ON0301:中信行业|883005.WI:建筑行业(证监会)|ON0303:Wind证监会行业|ON03:行业
392980340,,850612.SI:水泥制造Ⅲ|801711.SI:水泥制造Ⅱ|801710.SI:建筑材料(申万)|ON0302:申万行业|ON03:行业
392980344,,
392980404,,
392980416,,
392980477,837602.OC:生物柴油|ON0207:三板股|ON02:公司,
392980589,,
392980611,,
392980627,,
392980705,T26186.OC:今世界|ON0207:三板股|ON02:公司,6230202010:农产品|6230202000:食品|6230200000:食品、饮料与烟草|6230000000:日常消费|882480.WI:农产品|882233.WI:食品|882111.WI:食品、饮料与烟草|882005.WI:日常消费|ON0308:Wind行业分类|886045.WI:农业|3727:Wind主题行业|CI005020.WI:农林牧渔(中信)|ON0301:中信行业|883001.WI:农林牧渔(证监会)|ON0303:Wind证监会行业|ON03:行业
392980737,601618.SH:中国中冶|ON0201:A股|600058.SH:五矿发展|0PT5948457:中国冶金科工集团有限公司|378301:发债主体|3783:非上市公司|2008532:中国五矿集团公司|9893BAB989:五矿地产控股有限公司|031490315.IB:14中冶集PPN001|1474:企债|1467:所有债券|101474011.IB:14中冶MTN001|145256.SH:16中冶Y1|031201001.IB:12五矿PPN001|d16042103.IB:16五矿集SCP004|1468:短期融资券|135379.SH:16五控01|135762.SH:16五控02|ON02:公司,
392980749,,
392980772,gregD5hC5W:携程计算机技术(上海)有限公司|3783:非上市公司|837096.OC:一块去|ON0207:三板股|ON02:公司,
392980894,,
392980948,,
392980971,,
392983653,,882528.WI:电力|882258.WI:电力Ⅲ|882123.WI:公用事业Ⅱ|882010.WI:公用事业|ON0308:Wind行业分类|6255101010:电力|6255101000:电力Ⅲ|6255100000:公用事业Ⅱ|6255000000:公用事业|886017.WI:电工电网|3727:Wind主题行业|886065.WI:电力|883004.WI:公用事业(证监会)|ON0303:Wind证监会行业|CI005004.WI:电力及公用事业(中信)|ON0301:中信行业|ON03:行业
392983668,,
392983677,,6225401020:有线和卫星电视|6225401000:媒体Ⅲ|6225400000:媒体Ⅱ|6225000000:可选消费|6225401030:电影与娱乐|882461.WI:有线和卫星电视|882226.WI:媒体Ⅲ|882108.WI:媒体Ⅱ|882004.WI:可选消费|ON0308:Wind行业分类|882462.WI:电影与娱乐|886041.WI:文化传媒|3727:Wind主题行业|CI005028.WI:传媒(中信)|ON0301:中信行业|883012.WI:文化传播(证监会)|ON0303:Wind证监会行业|ON03:行业
392983680,,801180.SI:房地产(申万)|ON0302:申万行业|ON03:行业
392982768,000001.SH:上证综指|ON0209:沪深|399106.SZ:深证综指|ON02:公司,
392983702,,6240301030:多元化保险|6240301000:保险Ⅲ|6240300000:保险Ⅱ|6240000000:金融|882505.WI:多元化保险|882246.WI:保险Ⅲ|882117.WI:保险Ⅱ|882007.WI:金融|ON0308:Wind行业分类|886055.WI:保险|3727:Wind主题行业|886053.WI:多元金融|CI005022.WI:非银行金融(中信)|ON0301:中信行业|883009.WI:金融服务(证监会)|ON0303:Wind证监会行业|ON03:行业
392983706,,
392983715,,
392983728,600743:中国人民银行|378301:发债主体|3783:非上市公司|430383.OC:红豆杉|ON0207:三板股|tdUDgBACjv:江苏红豆杉生物科技股份有限公司|ON02:公司,
392983778,,6245201020:通信设备|6245201000:通信设备Ⅲ|6245200000:技术硬件与设备|6245000000:信息技术|6245101010:互联网软件与服务|6245101000:互联网软件与服务Ⅲ|6245100000:软件与服务|882516.WI:通信设备|882251.WI:通信设备Ⅲ|882120.WI:技术硬件与设备|882008.WI:信息技术|ON0308:Wind行业分类|882510.WI:互联网软件与服务|882248.WI:互联网软件与服务Ⅲ|882119.WI:软件与服务|886060.WI:通信设备|3727:Wind主题行业|CI005026.WI:通信(中信)|ON0301:中信行业|883007.WI:信息技术(证监会)|ON0303:Wind证监会行业|886058.WI:互联网|ON03:行业
392983788,833014.OC:中标集团|ON0207:三板股|430759.OC:凯路仕|834338.OC:恒大淘宝|832338.OC:博克森|430617.OC:欧迅体育|ON02:公司,
392983789,,
392982196,,
392983746,600743:中国人民银行|378301:发债主体|3783:非上市公司|ON02:公司,6215104030:黄金|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|850531.SI:黄金Ⅲ|801053.SI:黄金Ⅱ|801050.SI:有色金属(申万)|ON0302:申万行业|882415.WI:黄金|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883107.WI:金属非金属(证监会)|ON0303:Wind证监会行业|ON03:行业
392983758,3783:非上市公司|ON02:公司,
392983807,,6220301010:航空货运与物流|6220301000:航空货运与物流Ⅲ|6220300000:运输|6220000000:工业|882434.WI:航空货运与物流|882215.WI:航空货运与物流Ⅲ|882104.WI:运输|882003.WI:工业|ON0308:Wind行业分类|6220103010:建筑与工程|6220103000:建筑与工程Ⅲ|6220100000:资本货物|882422.WI:建筑与工程|882209.WI:建筑与工程Ⅲ|882102.WI:资本货物|886026.WI:航空|3727:Wind主题行业|886016.WI:建筑|883003.WI:制造行业(证监会)|ON0303:Wind证监会行业|CI005007.WI:建筑(中信)|ON0301:中信行业|883005.WI:建筑行业(证监会)|ON03:行业
392983860,,
392983318,,
392987602,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392987613,,
392987630,,6225503010:百货商店|6225503000:多元化零售|6225500000:零售业|6225000000:可选消费|882467.WI:百货商店|882229.WI:多元化零售|882109.WI:零售业|882004.WI:可选消费|ON0308:Wind行业分类|886042.WI:零售|3727:Wind主题行业|CI005014.WI:商贸零售(中信)|ON0301:中信行业|883008.WI:商业贸易(证监会)|ON0303:Wind证监会行业|ON03:行业
392987637,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|AUFI.WI:沪金|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|6210101010:石油天然气钻井|6210101000:能源设备与服务|6210100000:能源Ⅱ|6210000000:能源|882400.WI:石油天然气钻井|882200.WI:能源设备与服务|882100.WI:能源Ⅱ|882001.WI:能源|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|886002.WI:石油天然气|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON03:行业
392987665,,
392987734,,882446.WI:消费电子产品|882222.WI:家庭耐用消费品|882106.WI:耐用消费品与服装|882004.WI:可选消费|ON0308:Wind行业分类|6225201010:消费电子产品|6225201000:家庭耐用消费品|6225200000:耐用消费品与服装|6225000000:可选消费|886035.WI:家用电器|3727:Wind主题行业|883106.WI:电子行业(证监会)|ON0303:Wind证监会行业|CI005009.WI:轻工制造(中信)|ON0301:中信行业|ON03:行业
392987743,,6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|ON03:行业
392987745,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392987749,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,6255102010:燃气|6255102000:燃气Ⅲ|6255100000:公用事业Ⅱ|6255000000:公用事业|6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|851631.SI:燃气Ⅲ|801163.SI:燃气Ⅱ|801160.SI:公用事业(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|ON0308:Wind行业分类|882529.WI:燃气|882259.WI:燃气Ⅲ|882123.WI:公用事业Ⅱ|882010.WI:公用事业|850313.SI:石油贸易|801035.SI:石油化工|801030.SI:化工(申万)|886002.WI:石油天然气|3727:Wind主题行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|ON0301:中信行业|886066.WI:燃气|883004.WI:公用事业(证监会)|CI005004.WI:电力及公用事业(中信)|ON03:行业|882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|886010.WI:基本金属|CI005003.WI:有色金属(中信)|883107.WI:金属非金属(证监会)
392987753,AGFI.WI:沪银|ON0241:Wind商品|NMFI.WI:Wind贵金属|NH0400:南华金属收益率|1485:商品类|NH0100:南华商品收益率|CCFI.WI:Wind商品|ON02:公司,882416.WI:贵金属与矿石|882205.WI:金属、非金属与采矿|882101.WI:材料Ⅱ|882002.WI:材料|ON0308:Wind行业分类|6215104040:贵金属与矿石|6215104000:金属、非金属与采矿|6215100000:材料Ⅱ|6215000000:材料|886011.WI:贵金属|3727:Wind主题行业|886010.WI:基本金属|CI005003.WI:有色金属(中信)|ON0301:中信行业|883002.WI:采掘行业(证监会)|ON0303:Wind证监会行业|883107.WI:金属非金属(证监会)|ON03:行业
392981047,NbqNqDq0KA:北京万达文化产业集团有限公司|378301:发债主体|3783:非上市公司|002739.SZ:万达院线|ON0201:A股|031491132.IB:14万达文化PPN001|1474:企债|1467:所有债券|031552004.IB:15万达文化PPN001|ON02:公司,
392981095,,6210102010:综合性石油天然气|6210102000:石油、天然气与供消费用燃料|6210100000:能源Ⅱ|6210000000:能源|6225102010:汽车制造|6225102000:汽车|6225100000:汽车与汽车零部件|6225000000:可选消费|6220201050:环境与设施服务|6220201000:商业服务与用品|6220200000:商业和专业服务|6220000000:工业|882432.WI:环境与设施服务|882214.WI:商业服务与用品|882103.WI:商业和专业服务|882003.WI:工业|ON0308:Wind行业分类|850913.SI:商用载客车|801094.SI:汽车整车|801880.SI:汽车(申万)|ON0302:申万行业|882402.WI:综合性石油天然气|882201.WI:石油、天然气与供消费用燃料|882100.WI:能源Ⅱ|882001.WI:能源|882444.WI:汽车制造|882221.WI:汽车|882105.WI:汽车与汽车零部件|882004.WI:可选消费|886024.WI:环保|3727:Wind主题行业|883004.WI:公用事业(证监会)|ON0303:Wind证监会行业|883011.WI:社会服务(证监会)|CI005004.WI:电力及公用事业(中信)|ON0301:中信行业|886002.WI:石油天然气|883002.WI:采掘行业(证监会)|883003.WI:制造行业(证监会)|883105.WI:石油化工(证监会)|CI005001.WI:石油石化(中信)|886033.WI:汽车|CI005009.WI:轻工制造(中信)|CI005013.WI:汽车(中信)|ON03:行业
392981105,T26109.OC:关键词|ON0207:三板股|ON02:公司,6225102010:汽车制造|6225102000:汽车|6225100000:汽车与汽车零部件|6225000000:可选消费|882444.WI:汽车制造|882221.WI:汽车|882105.WI:汽车与汽车零部件|882004.WI:可选消费|ON0308:Wind行业分类|850911.SI:乘用车|801094.SI:汽车整车|801880.SI:汽车(申万)|ON0302:申万行业|6225504050:汽车零售|6225504000:专营零售|6225500000:零售业|882576.WI:汽车零售|882230.WI:专营零售|882109.WI:零售业|886033.WI:汽车|3727:Wind主题行业|883003.WI:制造行业(证监会)|ON0303:Wind证监会行业|CI005009.WI:轻工制造(中信)|ON0301:中信行业|CI005013.WI:汽车(中信)|886042.WI:零售|CI005014.WI:商贸零售(中信)|ON03:行业
392981107,T26109.OC:关键词|ON0207:三板股|838585.OC:智能科技|ON02:公司,
392981159,600455:新疆生产建设兵团|3783:非上市公司|ON02:公司,851561.SI:医疗服务Ⅲ|801156.SI:医疗服务Ⅱ|801150.SI:医药生物(申万)|ON0302:申万行业|851941.SI:保险Ⅲ|801194.SI:保险Ⅱ|801790.SI:非银金融(申万)|882505.WI:多元化保险|882246.WI:保险Ⅲ|882117.WI:保险Ⅱ|882007.WI:金融|ON0308:Wind行业分类|6240301030:多元化保险|6240301000:保险Ⅲ|6240300000:保险Ⅱ|6240000000:金融|886055.WI:保险|3727:Wind主题行业|886053.WI:多元金融|CI005022.WI:非银行金融(中信)|ON0301:中信行业|883009.WI:金融服务(证监会)|ON0303:Wind证监会行业|ON03:行业
392981165,838470.OC:斯维尔|ON0207:三板股|ON02:公司,
392981192,2015620:广西投资集团有限公司|378301:发债主体|3783:非上市公司|118444.SZ:15桂投02|1474:企债|1467:所有债券|031564009.IB:15桂投资PPN001|101454006.IB:14桂投资MTN001|101454060.IB:14桂投资MTN002|031564093.IB:15桂投资PPN002|031564124.IB:15桂投资PPN003|112428.SZ:16桂资03|112429.SZ:16桂资04|101664064.IB:16桂投资MTN001|118493.SZ:16桂投01|118431.SZ:15桂投01|101560077.IB:15桂投资MTN001|112355.SZ:16桂资01|118699.SZ:16桂续01|ON02:公司,6225504020:电脑与电子产品零售|6225504000:专营零售|6225500000:零售业|6225000000:可选消费|882470.WI:电脑与电子产品零售|882230.WI:专营零售|882109.WI:零售业|882004.WI:可选消费|ON0308:Wind行业分类|886035.WI:家用电器|3727:Wind主题行业|886042.WI:零售|CI005027.WI:计算机(中信)|ON0301:中信行业|883007.WI:信息技术(证监会)|ON0303:Wind证监会行业|883106.WI:电子行业(证监会)|CI005014.WI:商贸零售(中信)|883008.WI:商业贸易(证监会)|ON03:行业
392981194,831441.OC:瓷爵士|ON0207:三板股|T19432.OC:团贷网(挂牌终止)|ON02:公司,851434.SI:珠宝首饰|801142.SI:家用轻工|801140.SI:轻工制造(申万)|ON0302:申万行业|ON03:行业
