WORD,IND_TF
银行,0.05434782608695652
第七届,0.043478260869565216
人事,0.03260869565217391
史玉柱,0.03260869565217391
春风,0.03260869565217391
万春,0.021739130434782608
位新,0.021739130434782608
刘永好,0.021739130434782608
张宏伟,0.021739130434782608
新一任,0.021739130434782608
洪崎,0.021739130434782608
落定,0.021739130434782608
darkred,0.010869565217391304
一刻,0.010869565217391304
三优,0.010869565217391304
专营,0.010869565217391304
中财网,0.010869565217391304
事业部制,0.010869565217391304
互保,0.010869565217391304
人寿保险,0.010869565217391304
从无到有,0.010869565217391304
做优,0.010869565217391304
做大,0.010869565217391304
做强,0.010869565217391304
几亿,0.010869565217391304
刘纪鹏,0.010869565217391304
商业银行,0.010869565217391304
因该,0.010869565217391304
地步,0.010869565217391304
堪忧,0.010869565217391304
多条,0.010869565217391304
夺得,0.010869565217391304
奋力,0.010869565217391304
对公,0.010869565217391304
巨人,0.010869565217391304
广昌,0.010869565217391304
引人,0.010869565217391304
悬念,0.010869565217391304
投行部,0.010869565217391304
抢筹,0.010869565217391304
换血,0.010869565217391304
接替,0.010869565217391304
接踵而至,0.010869565217391304
新一届,0.010869565217391304
新人,0.010869565217391304
星系,0.010869565217391304
每位,0.010869565217391304
毫无,0.010869565217391304
水面,0.010869565217391304
浮出,0.010869565217391304
白名单,0.010869565217391304
百户,0.010869565217391304
经济周期,0.010869565217391304
船东,0.010869565217391304
调任,0.010869565217391304
近几个月,0.010869565217391304
近半年,0.010869565217391304
遐想,0.010869565217391304
难掩,0.010869565217391304
雪峰,0.010869565217391304
零售,0.010869565217391304
