INDUSTRY,HEAT
银行,0.00010338394386387465
石油石化,0.0001019514668389529
机械,9.459365215520993e-05
nan,9.042047234451707e-05
电力设备及新能源,8.949571018785729e-05
房地产,8.628841560064305e-05
计算机,8.316843629952285e-05
有色金属,8.158508488372963e-05
消费者服务,8.045995938657375e-05
煤炭,7.703879826189259e-05
国防军工,6.788655723105644e-05
综合,6.752763150624956e-05
纺织服装,6.484164294406952e-05
传媒,6.107491986551117e-05
电子,6.038190337918647e-05
建材,5.736035895677812e-05
农林牧渔,5.693697561452482e-05
交通运输,5.638706469958348e-05
基础化工,5.6015035435349857e-05
电力及公用事业,5.4136645060837703e-05
商贸零售,5.257940195447587e-05
轻工制造,4.7199650182787194e-05
汽车,4.573425406322993e-05
食品饮料,4.550237306934676e-05
医药,4.546843164407022e-05
钢铁,4.524349577085155e-05
非银行金融,4.2758062062473344e-05
建筑,4.046470849463845e-05
通信,3.587754068018406e-05
家电,3.402957737953055e-05
