INDUSTRY,HEAT
机械,0.0002566130002607474
电力设备及新能源,0.00025083100424992016
基础化工,0.0002416045505117968
nan,0.00020710501847951037
纺织服装,0.00019484987635292618
计算机,0.00016447968576857315
轻工制造,0.00015996901119797873
综合,0.00012141359112184563
电子,0.00011247980147317344
消费者服务,0.00010909760566522926
煤炭,0.00010401689312536997
有色金属,0.00010087492887412806
房地产,9.985002940198915e-05
医药,9.557402742199523e-05
银行,9.085993854559909e-05
电力及公用事业,9.046897255117328e-05
石油石化,8.874994995411346e-05
国防军工,8.817146323141696e-05
建材,8.765174643152517e-05
商贸零售,8.683074274315258e-05
建筑,7.793755456441587e-05
农林牧渔,7.313764550554562e-05
传媒,7.278401103726683e-05
食品饮料,6.935073946626077e-05
交通运输,6.804591291663102e-05
钢铁,6.746247392576637e-05
非银行金融,5.897368610185436e-05
通信,5.514622351981065e-05
家电,5.488692062406876e-05
汽车,5.163455521225051e-05
