INDUSTRY,HEAT
基础化工,0.0003317242660014052
电力设备及新能源,0.0002725627808894172
轻工制造,0.00027122368744602303
纺织服装,0.00027113506478032714
机械,0.00027010038730242365
计算机,0.0002123872720183445
消费者服务,0.0001721643016742481
食品饮料,0.00015028951466142693
医药,0.0001447196007515207
房地产,0.00014441091856727225
综合,0.00014376688085591434
有色金属,0.00013395509470497132
电子,0.0001287492142170686
国防军工,0.0001210948100927673
商贸零售,0.00011918351930964928
电力及公用事业,0.00011261505628847691
银行,0.00011218315263358736
煤炭,0.00010871295078438258
农林牧渔,0.00010738228089203684
石油石化,0.00010510194369136786
nan,0.0001025622806038105
建筑,0.00010100438241640938
交通运输,0.00010040369840740399
钢铁,9.536978305179543e-05
建材,9.36173556938137e-05
非银行金融,9.099405535151127e-05
传媒,8.257854414116936e-05
汽车,7.666529587109085e-05
家电,6.87649137932197e-05
通信,6.50928814795386e-05
