INDUSTRY,HEAT
基础化工,0.0002942429269072223
电力设备及新能源,0.000270093431194464
机械,0.0002672548399967775
纺织服装,0.00023190973761206852
轻工制造,0.00021691440552110461
计算机,0.0002019951324038874
消费者服务,0.00015092931588953193
房地产,0.0001479693602071021
煤炭,0.00014140603288707184
综合,0.00013353287311883166
电子,0.00012519668751383338
医药,0.0001246456337617685
nan,0.00012157378889211436
有色金属,0.00011277506821514264
银行,0.00011067778834896061
电力及公用事业,0.00010740689688016568
商贸零售,0.00010240553202076926
建筑,0.00010039123785781601
建材,9.905559646017623e-05
国防军工,9.889510252128846e-05
钢铁,9.537312024607212e-05
石油石化,9.327012432390201e-05
农林牧渔,8.929959409366356e-05
食品饮料,8.70949352576997e-05
交通运输,8.164903929014478e-05
非银行金融,7.2966410554125e-05
传媒,6.68810994712943e-05
汽车,6.653382277626736e-05
通信,6.402569140297887e-05
家电,5.9853309024107455e-05
