INDUSTRY,HEAT
电力设备及新能源,0.0002468147361605011
机械,0.00024362171882923238
基础化工,0.000233298033109852
纺织服装,0.00019339762226755377
计算机,0.00017546346887151653
房地产,0.00016667220935555539
轻工制造,0.00016208779744490042
综合,0.0001502565525761868
医药,0.0001396936826488464
电子,0.00013755408972180168
有色金属,0.00012896753138576456
消费者服务,0.00012583479893490398
国防军工,0.0001192766736965426
电力及公用事业,0.00011847313230634106
nan,0.00011682749395509315
石油石化,0.00011337681613452577
商贸零售,0.00011325454772947779
煤炭,0.00011293870158418301
建筑,0.00011017703574218929
银行,0.00010960292400918633
建材,0.00010712767325088299
农林牧渔,9.761403463127484e-05
食品饮料,8.76319398850424e-05
交通运输,8.729940983535064e-05
钢铁,8.406820644002386e-05
通信,7.622124284969692e-05
家电,7.167814791680493e-05
传媒,6.51705006074495e-05
汽车,6.152563818664899e-05
非银行金融,5.990131655798193e-05
