INDUSTRY,HEAT
计算机,0.000283728113760628
基础化工,0.0002608213889606364
机械,0.0002598887947384821
电力设备及新能源,0.0002515487599035405
纺织服装,0.00021261196936901177
轻工制造,0.00017930940856698802
消费者服务,0.00017629137513634893
nan,0.00015813654138187677
综合,0.00014603715677968565
煤炭,0.00014429072469612745
有色金属,0.0001385127023769038
医药,0.0001377210860344603
房地产,0.00013518787145274893
电子,0.00012422934812717125
电力及公用事业,0.00011962979212869321
建筑,0.00011734875586780094
国防军工,0.00010899340482089416
石油石化,0.00010863665712452605
银行,0.0001026810973162126
商贸零售,0.00010127206419134537
非银行金融,9.978233098331283e-05
农林牧渔,9.338374720732157e-05
建材,8.92401527155037e-05
交通运输,8.915822279021709e-05
食品饮料,8.164792595749635e-05
钢铁,8.035633659414382e-05
汽车,6.891513234119391e-05
传媒,6.680735585193681e-05
家电,6.675435026739135e-05
通信,6.176535914576937e-05
