INDUSTRY,HEAT
机械,0.00032619266994994654
电力设备及新能源,0.00031006643538446373
基础化工,0.0002967517921616742
计算机,0.00024657457603111983
纺织服装,0.00023231299165909288
轻工制造,0.00020964720935772325
煤炭,0.00015352137096401463
综合,0.00015128897832179268
消费者服务,0.00015067304883254032
房地产,0.00013864380336149325
有色金属,0.00013608132033032176
nan,0.00013546337836607643
医药,0.00013477288332256653
电子,0.00013183679305603716
电力及公用事业,0.00012998135233880555
国防军工,0.00012918754362216048
建筑,0.0001221178274103194
商贸零售,0.00011692720842374136
农林牧渔,0.00011048047680087205
建材,0.0001064714086214594
石油石化,0.00010367940265967396
银行,0.0001021428523525744
交通运输,9.841777000981844e-05
食品饮料,9.508191697401868e-05
传媒,8.788751804579447e-05
钢铁,7.72440402637924e-05
通信,7.124394812542093e-05
汽车,7.109314131205007e-05
家电,6.8813830677005e-05
非银行金融,6.711834108191493e-05
