INDUSTRY,HEAT
基础化工,0.00038030385824356543
纺织服装,0.00029546405984625415
机械,0.00028717175345051895
轻工制造,0.0002739718809384897
电力设备及新能源,0.0002648863427818166
电子,0.0002312244829101409
nan,0.00022242757375793345
综合,0.00019992207888741142
有色金属,0.0001840449895950871
医药,0.0001829360537695396
计算机,0.00017381662397754675
房地产,0.0001708801929713803
商贸零售,0.00016938838966595898
消费者服务,0.00015841246989182532
建材,0.00015824059037531095
电力及公用事业,0.00015535139348787095
建筑,0.00014880156677584983
国防军工,0.00013718494346345758
石油石化,0.00013410129941838925
食品饮料,0.00012587922155973076
农林牧渔,0.00012379979782170124
煤炭,0.00011397374523892264
汽车,0.00011282930363471508
银行,0.00010806961992384525
交通运输,0.00010798607035679409
通信,9.630843156972679e-05
家电,9.167227962308743e-05
钢铁,9.158242876130206e-05
非银行金融,8.41155082718039e-05
传媒,6.892658594412837e-05
