INDUSTRY,HEAT
机械,0.000283279892235586
电力设备及新能源,0.0002693517922920171
基础化工,0.000246592270106544
计算机,0.00021136986042275045
纺织服装,0.00019010880744050262
nan,0.00017126852349919435
综合,0.00016713410355955437
轻工制造,0.00016364744719788254
有色金属,0.00016130275497194785
医药,0.00015100136350581264
房地产,0.0001451116891237896
消费者服务,0.00014386630505745484
电力及公用事业,0.000136111961995078
商贸零售,0.00013520985600520364
煤炭,0.00013176744790195004
电子,0.0001292830141974318
建筑,0.00012865993979066558
国防军工,0.00012741122895747574
石油石化,0.00011626490095051071
农林牧渔,0.00011452275725726884
建材,0.00011076098637112123
银行,0.00010487855989807485
交通运输,9.896852842699859e-05
食品饮料,8.615850237343487e-05
汽车,8.35936127992436e-05
通信,7.737928614176282e-05
钢铁,7.462266044586864e-05
非银行金融,7.231493213001278e-05
家电,7.198442455190075e-05
传媒,6.97953812618249e-05
