INDUSTRY,HEAT
电力设备及新能源,0.00021744468307284627
机械,0.00020126434368408503
基础化工,0.00018008100848516522
计算机,0.0001564293619887365
商贸零售,0.00015201102207210593
消费者服务,0.0001482608727905337
轻工制造,0.00014777697143765836
纺织服装,0.0001474778919776397
nan,0.00012924080553703852
交通运输,0.00012885884063387293
医药,0.00011927873302182495
综合,0.00011117011389283612
电子,0.00010638984787036253
银行,0.00010446136939278859
石油石化,0.0001043046041321902
房地产,0.00010191899276519944
国防军工,9.833854427511969e-05
电力及公用事业,9.473768576602468e-05
有色金属,9.288127690000714e-05
食品饮料,8.943352981129562e-05
建材,8.890003389023704e-05
农林牧渔,8.763571697545394e-05
煤炭,8.521086580831913e-05
传媒,8.237768305444654e-05
建筑,7.57137196535341e-05
家电,7.48626712097255e-05
通信,6.871393161223925e-05
钢铁,6.175546516930895e-05
非银行金融,5.6725773855995014e-05
汽车,4.96151058212529e-05
