INDUSTRY,HEAT
计算机,224.187108453729
nan,217.25628929214656
非银行金融,215.27058430718753
银行,211.42242381265737
基础化工,198.681168716383
综合,190.27545436254647
机械,186.74976465700703
有色金属,165.98595994453635
电子,158.54154549334393
汽车,155.2350195044979
建筑,143.46688071173347
煤炭,143.4085915322506
电力设备及新能源,138.8385405413354
房地产,132.9849184375891
农林牧渔,123.79397121089026
交通运输,119.85504780786113
医药,117.61187088327613
消费者服务,111.45232817871064
商贸零售,111.35074687659771
石油石化,97.04589468036033
电力及公用事业,94.6362037534268
传媒,93.9540659312015
通信,90.06865646464485
钢铁,88.2676748551386
食品饮料,86.63804764685347
家电,62.803054572700596
国防军工,61.36676442044172
纺织服装,59.030644628616265
建材,50.15719438501493
轻工制造,46.943985418228124
