INDUSTRY,HEAT
基础化工,158.31790662446818
计算机,151.79870592606173
机械,133.54450647767555
非银行金融,120.53031468114295
综合,117.36687041460675
nan,110.24817469923383
银行,108.86947215383852
有色金属,102.22463039488204
电力设备及新能源,101.92513836374344
建筑,93.70436242554555
医药,91.75505941393442
电子,91.41331032120362
汽车,88.60083230569336
消费者服务,87.62003229494755
农林牧渔,81.28433011282834
煤炭,72.42216328523381
商贸零售,68.44943179684684
交通运输,66.07276207724898
房地产,61.714232988458036
通信,59.01213401421233
电力及公用事业,58.4127425718672
石油石化,55.18093956744325
家电,48.067527518207356
钢铁,47.73254012934678
纺织服装,44.755672462340776
传媒,43.76308529577116
国防军工,41.6125771323059
轻工制造,33.32792552385689
食品饮料,32.60896652242797
建材,25.94425137780383
