INDUSTRY,HEAT
nan,221.50544721831034
计算机,220.1269027257932
非银行金融,210.4029534759437
银行,203.4243612074587
综合,196.49886650152453
机械,187.2529081325977
有色金属,173.37095695122133
基础化工,169.09636672170538
电子,167.13209625526926
建筑,151.7957221377242
汽车,146.0048690290158
煤炭,143.5022941331471
电力设备及新能源,135.5064558114522
商贸零售,129.65448303384358
农林牧渔,127.24715677211697
交通运输,121.10949433275653
消费者服务,120.05265817240542
房地产,113.0239897947396
医药,106.60148203468029
石油石化,99.10772376585541
通信,96.61091935204314
钢铁,96.46947994536974
电力及公用事业,92.13078394490589
食品饮料,91.78455244853988
传媒,72.23467830393449
家电,61.98792381662201
国防军工,60.926971565243456
纺织服装,57.60384523991467
轻工制造,49.183120341586196
建材,38.539452359612156
