INDUSTRY,HEAT
非银行金融,198.87867520278456
银行,190.75607131023193
nan,184.5492612738478
基础化工,183.2972349005512
交通运输,178.63824232121854
机械,170.75429921198239
综合,166.7904350811415
有色金属,163.68058211222817
建筑,158.3145896942969
计算机,146.01039715324995
煤炭,143.6966831108361
电子,139.82273484852462
电力设备及新能源,136.3377445213309
农林牧渔,117.87344154707765
石油石化,107.04044906145013
电力及公用事业,104.0857370725171
消费者服务,102.05699146098405
汽车,93.38751801228041
钢铁,93.3594182101862
房地产,92.13088345675254
医药,88.90995925690203
通信,75.9641582622968
商贸零售,73.04923785091474
建材,65.48240868321805
国防军工,64.0651929807388
纺织服装,63.57122552208723
传媒,59.48891472884678
家电,59.45330670483775
食品饮料,57.54985194379184
轻工制造,41.081102037540454
