INDUSTRY,HEAT
机械,140.19813852287672
计算机,137.6219072958433
nan,134.0646242831538
基础化工,128.1626019565873
非银行金融,126.77847632468783
银行,124.99733703619825
综合,117.95861180907343
有色金属,102.1929080998136
电力设备及新能源,97.72783260766485
电子,95.69041648186703
建筑,90.8120275416869
汽车,90.39668113809793
煤炭,88.5050037015938
消费者服务,86.76408668057832
农林牧渔,85.27436374259234
交通运输,73.91322440104145
房地产,73.71551206727784
商贸零售,71.70618734257452
医药,70.11483043157712
通信,59.826210177678334
传媒,59.68376233207605
钢铁,59.523514645740235
石油石化,57.61565481120292
电力及公用事业,56.65919314905692
家电,43.570217181900205
食品饮料,40.35422291346511
国防军工,39.87860899857795
纺织服装,39.17140934913901
轻工制造,30.14063392368352
建材,24.041123287803796
