INDUSTRY,HEAT
基础化工,229.7658658382225
计算机,195.55217636139304
机械,187.87398783021038
nan,184.0499506655899
非银行金融,179.19726980616204
综合,171.944216311498
银行,169.9956171129462
电力设备及新能源,143.27405483777034
电子,141.6499613477567
有色金属,137.60055019852314
建筑,131.44282554822894
医药,124.00057720761868
交通运输,117.11235608205882
汽车,115.80030412398283
消费者服务,115.52905035855149
煤炭,115.07493112141998
农林牧渔,96.2797462071035
房地产,93.81961568604486
电力及公用事业,91.39259151617593
商贸零售,89.03207520230315
石油石化,87.48027691404286
通信,86.78639877420434
钢铁,83.58298980321001
食品饮料,82.6378833010437
家电,72.41279122285664
传媒,60.4654222912453
轻工制造,52.38742873136001
国防军工,48.831172490163276
纺织服装,47.36156358355188
建材,37.96427111553312
