INDUSTRY,HEAT
银行,234.74862040131586
非银行金融,216.86753207386076
nan,209.52932180397346
综合,201.813167745202
有色金属,198.2744356135765
计算机,183.85552092701192
建筑,180.19720488310702
机械,179.71029724228734
交通运输,173.9754957473054
电子,172.02685688056147
基础化工,166.71882249188974
煤炭,148.36550264848836
房地产,132.81166160921597
汽车,126.02193466162225
石油石化,123.13455584783964
电力设备及新能源,121.55274732010868
农林牧渔,120.5493811192732
电力及公用事业,105.44804742165864
消费者服务,100.63811222200317
商贸零售,90.07880615017717
通信,88.26560612247157
医药,88.12018500620796
钢铁,84.5318748493357
传媒,73.53101211552419
国防军工,70.47488752659423
纺织服装,67.2087656168856
食品饮料,62.027380549072355
家电,61.78464527928255
轻工制造,45.20994246680609
建材,42.05753665385927
