INDUSTRY,HEAT
银行,282.2188376308561
非银行金融,272.927774297061
计算机,264.7078311581712
综合,247.59501586785393
有色金属,246.95003604746688
nan,241.21277927718998
交通运输,235.45327599915714
电子,227.44794722301788
机械,225.29702604104253
建筑,219.2780122478311
基础化工,210.36188066379992
汽车,197.63306081217348
煤炭,176.4197141611009
电力设备及新能源,167.25912452285004
农林牧渔,160.08792088659024
消费者服务,154.14648762018405
房地产,149.8660329621551
电力及公用事业,141.85377003498525
通信,141.84217118513558
医药,135.22204538571953
商贸零售,124.29098026625405
钢铁,109.67954034686936
石油石化,105.58226481434957
传媒,92.2311738397786
纺织服装,88.70339326671794
家电,84.74615639267358
国防军工,81.86293548593146
食品饮料,80.99102613991901
轻工制造,62.99568155902628
建材,50.17317505127841
